claim_number,age_of_driver,gender,marital_status,safty_rating,annual_income,high_education_ind,address_change_ind,living_status,zip_code,claim_date,claim_day_of_week,accident_site,past_num_of_claims,witness_present_ind,liab_prct,channel,policy_report_filed_ind,claim_est_payout,age_of_vehicle,vehicle_category,vehicle_price,vehicle_color,vehicle_weight,fraud
12543,59,F,1.0,81,40798,1,0,Own,15049,5/6/2016,Friday,Local,1,0.0,54,Broker,1,2752.547951,7.0,Compact,26760.62218,white,23225.96096,0
28407,47,F,1.0,70,38523,1,1,Own,15051,7/29/2016,Friday,Local,0,0.0,96,Broker,1,4951.757234000001,3.0,Medium,20014.26809,white,58573.18074,0
19798,41,F,1.0,83,37146,1,1,Own,15022,1/30/2016,Saturday,Local,0,0.0,91,Broker,1,9355.528601,3.0,Large,22387.88825,blue,27298.54064,0
1794,22,F,1.0,81,30923,1,1,Own,80015,1/24/2016,Sunday,Local,1,1.0,26,Online,1,12642.506,6.0,Compact,55292.59458,black,39945.72578,0
28112,44,F,1.0,77,37841,1,0,Rent,15047,11/29/2016,Tuesday,Local,1,0.0,1,Broker,1,4571.802679,4.0,Large,56511.05529,black,19400.12181,0
13861,44,F,0.0,99,37837,1,1,Rent,20156,1/21/2016,Thursday,Parking Lot,0,1.0,50,Broker,1,5189.158071,4.0,Compact,40542.0071,gray,34982.932810000006,0
17756,47,M,1.0,89,38496,1,1,Rent,15053,11/4/2015,Wednesday,Highway,1,0.0,72,Phone,1,6511.558201,7.0,Compact,12131.01021,silver,54997.74765,0
7856,41,F,0.0,87,37139,1,0,Own,50049,1/6/2015,Tuesday,Parking Lot,0,0.0,0,Broker,1,6988.523033,8.0,Compact,25538.49206,silver,47517.12522,0
21042,51,F,1.0,63,39308,0,1,Own,15012,1/17/2015,Saturday,Local,0,1.0,80,Phone,1,4486.411594,5.0,Large,11814.40208,black,6190.8720140000005,0
11289,28,F,0.0,84,33319,0,1,Rent,80021,8/8/2016,Monday,Parking Lot,0,0.0,100,Online,1,3970.001814,3.0,Medium,21176.22302,white,13625.915,0
17535,51,M,1.0,69,39315,1,1,Rent,85039,5/31/2015,Sunday,Local,0,0.0,50,Phone,1,4752.493337,4.0,Medium,43109.73694,gray,46505.12242,0
10515,51,M,0.0,87,39314,1,1,Own,15038,6/10/2016,Friday,Parking Lot,0,0.0,50,Broker,1,6629.757751,9.0,Large,23190.19069,red,19627.07335,0
9845,38,F,1.0,73,36341,1,1,Own,50025,10/24/2015,Saturday,Local,3,0.0,83,Broker,1,5213.231529,3.0,Large,29108.05172,other,35296.11104,0
28715,57,F,1.0,78,40419,0,0,Rent,15012,12/28/2016,Wednesday,Local,0,0.0,99,Broker,0,5443.804563000001,5.0,Large,44106.996,other,16511.64365,0
5792,29,M,1.0,80,33673,1,1,Rent,50021,3/7/2015,Saturday,Local,0,0.0,32,Phone,1,3866.911283,4.0,Medium,33982.83681,black,21912.16395,0
99,59,F,1.0,79,40777,1,1,Rent,50007,5/14/2015,Thursday,Local,2,1.0,93,Broker,1,8969.794924,7.0,Large,32607.40347,black,20880.75179,0
28167,37,F,1.0,74,36119,1,1,Rent,20165,5/2/2015,Saturday,Highway,0,0.0,56,Broker,1,4712.23236,4.0,Medium,38797.65909,white,44003.21688,0
29839,46,M,1.0,65,38279,0,1,Own,20132,11/7/2015,Saturday,Local,0,0.0,33,Phone,1,2982.249011,3.0,Medium,50935.72396,white,19497.85339,0
20351,54,F,1.0,89,39894,1,1,Own,15021,2/28/2015,Saturday,Highway,0,1.0,49,Phone,1,6053.662832,7.0,Compact,11158.49294,other,27766.30181,0
14495,40,F,0.0,63,36897,0,1,Rent,85018,12/7/2015,Monday,Local,0,1.0,41,Phone,0,7342.965821,6.0,Large,21333.82774,silver,18771.73769,0
8792,53,F,0.0,70,39711,1,1,Own,50054,1/19/2016,Tuesday,Local,0,0.0,79,Phone,0,6897.156356,7.0,Medium,19121.23227,gray,7772.729518000001,0
760,57,F,1.0,53,40418,1,0,Own,15007,9/3/2015,Thursday,Local,1,0.0,94,Broker,1,7413.466205,6.0,Compact,21806.00686,red,66397.44909,0
24145,30,M,0.0,94,34012,1,1,Own,15006,11/17/2015,Tuesday,Local,0,1.0,5,Phone,1,5851.450429,0.0,Compact,22171.35126,other,13555.854,0
10716,36,F,1.0,96,35834,1,1,Own,15046,12/9/2015,Wednesday,Parking Lot,0,1.0,64,Phone,1,3549.703889,6.0,Compact,4803.841496999999,other,57412.5454,0
9486,63,F,1.0,61,41432,1,1,Rent,85063,8/11/2016,Thursday,Parking Lot,1,0.0,61,Broker,1,4672.936562,10.0,Large,15319.19382,blue,12467.47159,0
15900,41,F,0.0,81,37149,1,1,Own,20104,2/27/2015,Friday,Local,0,1.0,99,Broker,1,5425.931718,10.0,Medium,25572.17156,gray,13730.60025,0
16684,41,F,0.0,92,37133,1,0,Own,85074,5/27/2016,Friday,Parking Lot,0,0.0,93,Broker,1,4240.946122,5.0,Compact,11097.56689,white,18163.59852,0
17425,43,M,1.0,54,37620,0,1,Own,80002,5/8/2015,Friday,Highway,0,0.0,78,Broker,1,2143.184858,2.0,Compact,35577.69585,gray,15055.01572,0
613,52,F,1.0,55,39523,1,0,Own,85077,7/26/2015,Sunday,Local,2,0.0,22,Broker,1,6876.812623000001,6.0,Compact,38795.0803,red,24935.05322,0
21625,46,F,1.0,63,38287,1,1,Rent,80016,10/24/2016,Monday,Parking Lot,0,1.0,50,Online,1,3292.4618800000003,3.0,Large,20233.55884,silver,14518.43278,0
12626,61,M,1.0,48,41105,0,1,Rent,20153,5/9/2016,Monday,Parking Lot,0,0.0,98,Broker,0,5821.458158,10.0,Large,19972.42842,white,13865.2834,0
28163,37,F,0.0,62,36117,1,1,Own,80002,12/2/2015,Wednesday,Local,0,0.0,93,Phone,0,1201.877861,5.0,Large,30121.30273,gray,19039.3881,0
21897,56,M,1.0,72,40263,1,0,Rent,20122,11/11/2016,Friday,Highway,1,0.0,42,Broker,0,2594.539193,10.0,Large,9233.565085,silver,5729.027964,0
20698,23,M,0.0,79,31339,1,0,Rent,15017,10/11/2015,Sunday,Local,0,0.0,42,Online,0,5019.378769,5.0,Large,8423.823736,black,15882.44159,0
3700,53,M,1.0,83,39702,1,0,Own,20138,2/2/2015,Monday,Local,0,0.0,94,Broker,1,3923.560094,4.0,Large,38965.32798,gray,18766.0383,0
29889,43,F,1.0,92,37632,0,1,Own,80022,7/1/2015,Wednesday,Highway,1,0.0,57,Broker,1,9217.248681,2.0,Large,17249.10808,blue,25281.98986,0
29999,52,F,1.0,86,39519,1,0,Own,15026,12/25/2015,Friday,Highway,1,1.0,75,Broker,1,9560.744844,3.0,Compact,24983.26811,white,50093.75959,0
1741,56,M,1.0,75,40247,1,1,Own,50003,3/17/2016,Thursday,Parking Lot,2,0.0,1,Broker,1,2270.480589,7.0,Medium,20464.17805,blue,21812.25765,0
2781,40,M,1.0,75,36899,0,1,Rent,80109,8/21/2016,Sunday,Local,0,1.0,50,Broker,0,13142.67451,4.0,Compact,35155.018280000004,other,10183.3783,0
25430,50,M,1.0,51,39118,0,1,Rent,85019,5/26/2016,Thursday,Highway,0,1.0,95,Broker,0,3111.10337,5.0,Compact,17228.87644,blue,21377.1041,0
18365,46,M,1.0,80,38292,1,1,Rent,20107,4/3/2016,Sunday,Local,0,0.0,1,Broker,1,2980.255589,4.0,Large,23294.666,other,8763.713448999999,0
11450,62,M,0.0,92,41282,1,1,Own,15017,4/30/2016,Saturday,Highway,0,0.0,82,Broker,1,5002.98171,6.0,Large,49354.63593,silver,24255.77297,0
25037,48,M,1.0,81,38722,1,1,Rent,85046,7/18/2015,Saturday,Local,0,0.0,43,Phone,1,4456.477471,3.0,Large,8453.693524,silver,58478.49134,0
29592,44,F,0.0,71,37844,1,1,Rent,80045,1/9/2015,Friday,Local,1,1.0,96,Broker,0,4635.256752,5.0,Medium,57005.45658,silver,23481.28742,0
13159,74,F,1.0,74,43052,0,1,Own,15035,10/2/2015,Friday,Local,1,0.0,46,Broker,0,7108.696969,4.0,Large,19258.73583,silver,25360.53712,0
16306,90,M,1.0,34,44985,0,1,Own,15056,5/25/2016,Wednesday,Local,0,0.0,11,Phone,0,4959.672758,5.0,Large,24960.61994,white,12760.75619,0
3923,41,M,0.0,72,37127,1,1,Own,80037,10/16/2015,Friday,Local,0,1.0,88,Phone,1,2673.087416,4.0,Medium,21643.05466,red,19118.81257,0
10944,45,F,1.0,69,38060,1,1,Own,80030,4/25/2016,Monday,Local,0,0.0,55,Phone,1,3165.611981,5.0,Compact,3791.644212,black,35337.53234,0
4680,37,F,1.0,84,36103,1,1,Rent,20136,11/4/2015,Wednesday,Local,0,0.0,83,Phone,1,2495.31302,7.0,Compact,13049.27035,white,19382.21962,0
29721,75,F,1.0,70,43181,1,1,Rent,50046,3/2/2015,Monday,Parking Lot,2,0.0,50,Broker,1,2273.119846,3.0,Large,28255.66159,gray,15962.03724,0
22054,39,M,1.0,54,36647,1,0,Own,20158,1/17/2015,Saturday,Local,0,0.0,50,Phone,0,5423.094185,4.0,Large,16410.94211,red,11573.96759,0
14051,51,F,1.0,77,39332,1,1,Rent,50033,9/24/2016,Saturday,Local,0,0.0,16,Phone,0,2647.082674,2.0,Large,23299.13083,black,28886.282960000004,0
292,33,M,1.0,88,34971,1,0,Rent,85010,1/1/2015,Thursday,Parking Lot,0,0.0,47,Broker,0,2398.934033,3.0,Medium,11090.99672,black,25922.99117,0
5490,47,M,0.0,59,38501,0,1,Own,15003,4/2/2015,Thursday,Parking Lot,0,0.0,88,Broker,0,6515.48779,,Medium,13162.78391,white,10861.12944,0
7298,44,M,1.0,77,37839,0,1,Rent,85065,8/9/2015,Sunday,Parking Lot,0,0.0,4,Broker,0,3997.853791,1.0,Compact,25412.61755,other,14702.43237,0
9327,58,F,1.0,86,40592,0,0,Own,80011,4/19/2015,Sunday,Local,0,0.0,97,Online,1,6668.953868,10.0,Large,26213.04439,white,32266.88585,0
19740,36,F,0.0,67,35843,1,0,Own,80013,3/28/2015,Saturday,Highway,0,0.0,93,Broker,1,7901.703704,7.0,Large,20788.93042,silver,15507.56917,0
16900,43,M,1.0,70,37609,0,1,Rent,20165,6/2/2015,Tuesday,Local,0,0.0,32,Online,0,5324.876141,4.0,Compact,37671.02103,silver,24717.338030000003,0
29781,44,M,0.0,88,37848,1,1,Rent,85032,11/26/2015,Thursday,Highway,0,1.0,0,Broker,0,4846.932972,4.0,Medium,28531.26883,silver,16691.01441,0
27327,42,F,1.0,66,37383,0,0,Own,85033,3/18/2016,Friday,Local,0,1.0,50,Broker,0,4499.900088,1.0,Large,21300.13659,white,28396.768560000004,0
696,40,M,1.0,85,36892,1,0,Own,15006,4/12/2015,Sunday,Parking Lot,1,0.0,6,Phone,1,6077.384747,6.0,Medium,8281.754504,red,36192.68959,0
20871,46,M,1.0,86,38255,1,0,Own,15021,7/31/2016,Sunday,Local,0,0.0,83,Online,1,4919.957340999999,5.0,Large,22105.25978,blue,10804.61272,0
14370,31,M,1.0,63,34351,1,1,Rent,15027,11/3/2016,Thursday,Local,0,0.0,67,Phone,0,2363.1125620000003,6.0,Medium,49775.56556,red,16167.54364,0
12459,36,F,1.0,44,35836,1,0,Rent,20141,12/6/2015,Sunday,Highway,2,1.0,100,Phone,0,6732.840531999999,5.0,Compact,20698.87738,white,16163.86369,0
3774,45,M,1.0,56,38071,1,0,Rent,50037,7/24/2016,Sunday,Local,0,0.0,6,Broker,0,4447.4566780000005,3.0,Medium,32312.385210000004,black,8540.941456999999,0
5978,70,F,0.0,79,42486,0,1,Rent,80102,6/29/2016,Wednesday,Parking Lot,1,0.0,50,Phone,1,4259.3722450000005,0.0,Large,22282.85151,white,29178.35546,0
15043,56,F,0.0,79,40255,0,0,Own,50056,9/5/2016,Monday,Local,1,0.0,6,Broker,1,5310.882136,6.0,Medium,27155.890010000003,other,6240.3735990000005,0
4111,35,F,0.0,79,35558,1,1,Rent,20117,4/25/2015,Saturday,Local,0,0.0,9,Broker,1,8827.836856999998,1.0,Medium,17318.10315,white,13483.266769999998,0
34,70,M,1.0,90,42499,1,0,Rent,80101,4/24/2015,Friday,Local,0,1.0,59,Broker,0,3411.9432450000004,8.0,Large,22996.25703,other,24842.25389,0
26540,23,F,0.0,93,31356,1,0,Rent,85027,10/23/2015,Friday,Local,1,0.0,0,Online,0,5576.046103,7.0,Large,9608.685374,blue,36555.730760000006,0
5283,36,F,0.0,38,35844,1,0,Own,50029,9/17/2016,Saturday,Parking Lot,0,0.0,99,Broker,0,13535.49874,6.0,Large,18222.8367,red,30757.91134,0
1042,35,M,1.0,73,35547,1,0,Own,85083,11/12/2016,Saturday,Local,0,0.0,53,Phone,1,5839.641073,3.0,Large,8441.612970999999,red,18394.251180000003,0
5071,40,F,1.0,55,36880,0,0,Rent,80016,2/17/2016,Wednesday,Local,0,1.0,84,Phone,0,5562.389576,7.0,Medium,26312.27363,silver,19770.2833,0
5705,66,F,1.0,75,41898,0,0,Rent,85071,4/27/2016,Wednesday,Highway,0,0.0,11,Online,1,3308.165977,5.0,Large,20466.15591,red,32763.39583,0
5186,33,M,1.0,86,34956,0,1,Rent,85067,12/27/2015,Sunday,Parking Lot,0,0.0,23,Phone,1,5489.604895,7.0,Medium,10047.7922,blue,12853.16263,0
7467,37,F,1.0,76,36108,1,1,Rent,85022,10/21/2015,Wednesday,Highway,0,0.0,10,Phone,1,2126.372988,4.0,Large,37849.7561,silver,60832.66705,0
2664,39,M,1.0,69,36641,1,0,Own,85021,4/28/2015,Tuesday,Local,0,0.0,1,Broker,0,4248.57437,4.0,Medium,31596.92583,other,27814.10124,0
15243,46,F,1.0,64,38302,0,1,Own,80003,1/23/2016,Saturday,Local,0,0.0,100,Online,0,2491.848318,1.0,Medium,13179.2678,other,15519.81379,0
17674,33,M,1.0,94,34953,1,0,Rent,50037,2/27/2015,Friday,Local,0,1.0,26,Broker,0,7031.343092,4.0,Medium,18349.813980000003,white,29115.91057,0
3820,43,F,1.0,75,37607,0,0,Own,15045,8/19/2015,Wednesday,Local,0,0.0,41,Broker,0,2472.495852,3.0,Compact,27750.4104,gray,62166.5723,0
15019,45,M,1.0,85,38063,1,1,Own,80040,5/22/2016,Sunday,Parking Lot,0,1.0,59,Phone,1,6399.533129,6.0,Large,14765.1467,white,16384.88508,0
7419,45,M,1.0,82,38067,1,1,Own,85055,5/30/2016,Monday,Highway,0,0.0,31,Phone,1,5899.5649920000005,2.0,Medium,21371.63362,white,26889.92979,0
9528,31,M,1.0,84,34335,1,1,Rent,50033,12/13/2015,Sunday,Highway,0,0.0,21,Broker,1,3926.775488,6.0,Medium,23392.15496,red,16221.238,0
1105,40,F,1.0,80,36893,1,0,Rent,50042,3/27/2015,Friday,Parking Lot,0,0.0,88,Broker,1,3320.91703,3.0,Compact,26698.182,blue,13637.63992,0
7961,21,M,1.0,83,30457,0,1,Rent,50028,7/11/2016,Monday,Highway,0,1.0,15,Online,1,4361.5755070000005,6.0,Medium,14901.49964,gray,13442.96525,0
9774,60,M,0.0,88,40958,1,0,Own,80002,2/28/2016,Sunday,Local,0,,3,Phone,0,8716.147831,7.0,Large,8220.95,blue,16626.50024,0
73,50,F,1.0,90,39117,1,1,Rent,85079,12/7/2016,Wednesday,Highway,1,0.0,0,Broker,0,5869.3417,4.0,Medium,24211.61531,silver,28250.69734,0
7191,65,M,0.0,74,41748,0,1,Rent,85009,4/22/2016,Friday,Parking Lot,0,0.0,97,Broker,1,9308.013356,7.0,Medium,30437.7019,black,30568.58828,0
227,35,M,1.0,82,35546,1,1,Own,50003,2/13/2016,Saturday,Parking Lot,4,0.0,25,Phone,1,4698.815476,5.0,Large,10280.04144,white,11468.8452,0
27051,58,F,0.0,87,40596,1,1,Own,20158,3/27/2015,Friday,Local,0,0.0,7,Phone,1,5635.039175,4.0,Large,11143.85543,red,27666.3455,0
4412,28,M,0.0,90,33307,1,1,Rent,85013,6/26/2016,Sunday,Local,1,1.0,89,Online,0,1659.373167,3.0,Compact,32721.36578,gray,24486.30185,0
19859,51,M,1.0,82,39306,0,0,Own,85006,8/29/2016,Monday,Highway,0,0.0,99,Phone,1,5821.1920740000005,3.0,Large,19535.07849,white,12207.33671,0
15411,29,F,1.0,79,33674,1,0,Rent,85027,7/24/2015,Friday,Local,0,0.0,13,Online,1,4168.603716,3.0,Medium,24265.29195,silver,6667.878890999999,0
12220,37,M,1.0,89,36097,1,0,Rent,20106,11/18/2015,Wednesday,Local,0,0.0,78,Broker,1,3035.820684,4.0,Medium,7921.601573999999,other,35828.65727,0
1425,49,M,0.0,72,38912,1,1,Rent,20117,3/29/2015,Sunday,Parking Lot,0,0.0,25,Online,0,8536.470421,1.0,Medium,5893.976749,white,35651.70373,0
17248,41,F,1.0,83,37127,1,0,Rent,15009,1/14/2015,Wednesday,Parking Lot,1,0.0,52,Broker,1,3426.208361,6.0,Medium,25148.22955,gray,36759.30447,0
161,38,M,1.0,46,36382,0,0,Rent,85037,7/25/2016,Monday,Local,0,1.0,55,Broker,0,3734.335783,8.0,Compact,21895.93621,red,37278.35856,0
24190,48,M,1.0,76,38728,1,0,Own,85018,7/22/2016,Friday,Parking Lot,0,0.0,1,Broker,0,3482.524929,6.0,Compact,63703.63069,gray,58591.93064,0
6439,49,M,0.0,82,38910,1,0,Own,80108,5/15/2015,Friday,Local,2,0.0,70,Broker,1,2975.606191,5.0,Medium,37193.05736,white,16817.20891,0
812,29,F,1.0,81,33654,0,1,Rent,50055,10/16/2015,Friday,Parking Lot,0,0.0,0,Online,0,6357.472286,5.0,Compact,4649.688031000001,other,13434.91339,0
11469,32,M,0.0,89,34658,1,1,Rent,85075,2/22/2015,Sunday,Local,1,0.0,28,Broker,1,2791.701291,3.0,Compact,12424.83117,red,17042.25162,0
6862,42,M,1.0,91,37391,1,0,Own,15001,1/1/2015,Thursday,Parking Lot,0,0.0,50,Phone,1,5050.671579,5.0,Large,15923.54801,gray,26718.36361,0
21691,57,M,0.0,88,40430,1,0,Own,80028,6/26/2015,Friday,Parking Lot,1,0.0,22,Phone,0,3932.395939,6.0,Compact,13676.53634,blue,23480.45106,0
5921,52,F,1.0,61,39507,0,1,Own,15014,1/23/2015,Friday,Highway,1,1.0,76,Broker,1,6866.598286,5.0,Medium,30379.95113,gray,4937.170542,0
12163,29,F,1.0,91,33674,0,0,Own,20135,3/5/2016,Saturday,Parking Lot,0,0.0,86,Online,0,7852.695789,4.0,Large,6341.133635,blue,8119.9189,0
13948,52,M,1.0,62,39497,1,1,Rent,20159,11/18/2015,Wednesday,Highway,1,1.0,18,Broker,1,3797.585074,1.0,Medium,21735.33493,silver,36697.6635,0
9254,29,F,1.0,74,33691,0,1,Rent,85038,2/21/2016,Sunday,Highway,0,1.0,24,Online,1,1310.145555,1.0,Large,6996.92833,silver,6654.131045,0
7380,50,M,0.0,73,39123,1,1,Own,20146,2/28/2015,Saturday,Parking Lot,1,0.0,67,Phone,1,5737.202176,2.0,Large,10853.86231,black,30547.12184,0
18324,28,M,1.0,55,33328,0,0,Rent,80038,7/11/2016,Monday,Highway,1,0.0,99,Online,0,4087.128989,4.0,Compact,21704.64551,red,8605.191588,0
28200,38,F,1.0,61,36371,1,1,Rent,15043,8/8/2015,Saturday,Parking Lot,1,0.0,17,Phone,0,9317.146239,7.0,Large,28961.90724,other,15628.05245,0
10077,40,F,1.0,94,36882,0,0,Rent,80106,1/4/2016,Monday,Local,0,1.0,25,Broker,0,6874.563431999999,5.0,Medium,24816.55225,silver,25793.69902,0
8195,55,F,1.0,56,40063,1,1,Own,80101,5/18/2015,Monday,Local,0,0.0,63,Phone,0,5311.087729,6.0,Compact,31778.1864,blue,10233.84196,0
27797,48,F,1.0,85,38703,0,1,Own,80101,8/1/2016,Monday,Local,0,1.0,100,Phone,1,3733.706502000001,7.0,Large,28279.33263,blue,33555.732410000004,0
28962,36,F,1.0,50,35852,1,0,Rent,50037,7/24/2016,Sunday,Highway,0,0.0,61,Phone,0,3827.799089,6.0,Large,15657.66874,white,29875.30672,0
24486,52,M,1.0,75,39499,0,1,Rent,50006,7/2/2015,Thursday,Local,0,1.0,39,Phone,1,5028.127982999999,6.0,Large,11932.02594,white,30749.5833,0
12411,59,M,1.0,63,40772,1,1,Own,50001,8/19/2016,Friday,Parking Lot,0,0.0,92,Broker,1,4822.356117,14.0,Compact,21112.51531,red,4357.3473,0
28843,45,M,1.0,79,38065,1,1,Rent,20134,1/11/2015,Sunday,Local,0,0.0,47,Broker,0,9986.270134,7.0,Compact,39216.70879,blue,14945.96574,0
29457,50,F,1.0,75,39112,1,0,Own,85017,9/12/2015,Saturday,Parking Lot,0,0.0,95,Phone,1,2874.81707,9.0,Compact,14636.28474,black,25978.74088,0
23211,56,M,1.0,87,40233,0,1,Own,20136,9/21/2016,Wednesday,Local,2,1.0,11,Phone,1,4527.69307,4.0,Medium,22795.29899,blue,51649.65457,0
2186,55,F,1.0,11,40063,1,0,Rent,80105,6/25/2015,Thursday,Parking Lot,1,1.0,5,Phone,1,5483.476772,5.0,Compact,31825.48221,red,21562.21304,0
27932,49,F,1.0,87,38929,1,0,Rent,80031,2/4/2016,Thursday,Parking Lot,0,0.0,12,Broker,1,4664.914043,6.0,Large,23310.37194,blue,51723.96504,0
14522,32,M,0.0,76,34687,0,1,Rent,20138,2/26/2016,Friday,Parking Lot,0,0.0,57,Broker,0,4791.432005,6.0,Large,20245.9823,blue,31331.51813,0
22828,63,M,0.0,85,41419,1,0,Rent,50047,7/11/2015,Saturday,Highway,0,1.0,12,Broker,1,5359.276107,4.0,Large,34619.49153,white,53778.01466,0
25585,52,F,1.0,76,39507,1,1,Own,20105,8/5/2016,Friday,Parking Lot,0,1.0,43,Broker,1,12097.7394,4.0,Compact,21832.87643,white,14961.8073,0
6089,50,M,1.0,88,39128,0,1,Own,20149,9/28/2015,Monday,Local,0,0.0,91,Phone,1,7727.751495999999,10.0,Compact,17851.62,red,12292.63237,0
29811,33,F,1.0,77,34965,1,1,Own,50026,11/11/2016,Friday,Local,0,0.0,2,Phone,0,2657.705557,6.0,Large,27899.67813,other,14498.86781,0
11306,38,F,0.0,80,36381,1,0,Own,20142,6/10/2016,Friday,Local,1,0.0,98,Broker,1,6580.227702,1.0,Medium,7783.198065,blue,11605.34012,0
29525,61,M,1.0,71,41115,1,0,Rent,80010,2/20/2015,Friday,Local,0,0.0,80,Phone,1,11434.02514,4.0,Medium,14465.48874,other,21135.22418,0
10835,26,M,1.0,27,32598,1,0,Rent,50001,7/4/2015,Saturday,Parking Lot,0,0.0,1,Online,1,6223.178267,6.0,Large,25702.4284,other,6197.175401,0
18866,59,M,1.0,52,40780,1,1,Own,50006,2/17/2016,Wednesday,Parking Lot,0,0.0,50,Phone,1,8808.127687999999,4.0,Compact,26173.83469,blue,41388.85613,0
4913,30,M,1.0,84,34021,0,0,Own,15012,2/16/2015,Monday,Parking Lot,0,1.0,50,Phone,1,2092.7640760000004,5.0,Compact,17606.65161,white,26632.27528,0
6865,32,M,1.0,90,34665,0,1,Own,15035,12/7/2015,Monday,Local,1,1.0,82,Phone,1,2021.464825,4.0,Compact,13696.86122,blue,30561.99879,0
18511,26,F,0.0,45,32583,1,0,Rent,15026,6/19/2015,Friday,Local,0,0.0,25,Online,0,3493.661363,4.0,Medium,17170.18715,red,26357.9944,0
18289,28,M,1.0,68,33323,1,1,Rent,80021,9/11/2016,Sunday,Parking Lot,3,1.0,0,Broker,1,6924.361695999999,7.0,Medium,20733.5039,red,8502.68455,0
9159,31,M,0.0,87,34347,0,1,Own,80021,2/2/2016,Tuesday,Local,0,1.0,50,Broker,0,5224.137525,4.0,Medium,7171.296353,blue,23112.85493,0
19804,49,M,0.0,86,38902,1,0,Rent,20148,2/23/2015,Monday,Local,2,0.0,11,Broker,1,1232.410873,2.0,Large,22109.67389,black,30683.66188,0
24867,62,M,0.0,93,41256,1,0,Own,80014,4/26/2016,Tuesday,Parking Lot,0,1.0,72,Phone,1,4954.004429,3.0,Compact,32629.456,gray,14398.36648,0
25427,49,M,1.0,88,38920,0,0,Rent,80033,9/14/2015,Monday,Highway,0,0.0,15,Phone,1,2427.676586,7.0,Large,37664.53522,silver,22249.7064,0
18331,41,M,1.0,80,37130,0,0,Own,20109,9/30/2016,Friday,Local,1,1.0,97,Broker,0,7020.207661,8.0,Compact,21991.45874,other,35089.12504,0
14492,25,M,1.0,85,32163,1,0,Rent,15056,7/3/2015,Friday,Local,1,0.0,28,Online,0,8391.961298,0.0,Large,24763.53809,white,25833.3998,0
6327,38,M,1.0,83,36392,1,0,Rent,80047,12/31/2016,Saturday,Highway,2,0.0,76,Broker,1,4588.605066,4.0,Large,21459.21898,silver,45923.08077,0
27650,40,F,1.0,73,36899,1,1,Own,50022,8/29/2015,Saturday,Local,0,1.0,50,Phone,0,6320.262176,3.0,Compact,11496.13804,blue,22569.61219,0
885,32,F,0.0,59,34670,1,0,Own,20102,5/26/2016,Thursday,Local,0,1.0,49,Broker,0,5035.845601,3.0,Medium,9420.728761,other,36507.51372,0
7502,47,M,1.0,72,38525,0,0,Rent,80012,2/7/2016,Sunday,Local,1,1.0,3,Phone,1,5041.379749000001,2.0,Compact,12474.41307,other,16746.70909,0
22993,48,F,1.0,50,38692,1,1,Own,20156,11/13/2015,Friday,Local,0,0.0,85,Phone,0,3128.599783,4.0,Medium,6060.089559,blue,28795.3629,0
3397,53,F,1.0,93,39701,1,0,Own,15021,7/17/2016,Sunday,Local,0,0.0,8,Phone,0,7029.06332,4.0,Medium,12932.3126,gray,14253.17034,0
3465,68,M,1.0,93,42189,1,0,Rent,15025,1/1/2016,Friday,Local,0,0.0,50,Broker,1,3358.409561,12.0,Large,9169.074628,red,24990.05711,0
27258,60,M,0.0,82,40949,0,0,Own,50027,11/2/2016,Wednesday,Local,0,1.0,100,Broker,0,6233.595118,9.0,Compact,25379.30683,white,21745.9156,0
18139,64,F,0.0,77,41578,1,1,Rent,80001,7/24/2016,Sunday,Parking Lot,2,0.0,100,Broker,1,7383.751539,2.0,Large,32121.80657,gray,9478.730304,0
29147,42,F,0.0,84,37357,0,0,Own,20112,5/21/2015,Thursday,Local,0,1.0,8,Online,1,9390.118151,15.0,Medium,26390.56351,red,16145.20005,0
25544,42,M,0.0,67,37375,1,0,Own,80037,2/22/2015,Sunday,Local,0,0.0,43,Online,0,6310.88593,3.0,Medium,16160.89503,black,13524.70385,0
12188,37,M,1.0,68,36104,0,1,Own,80016,7/1/2016,Friday,Local,0,0.0,50,Phone,1,2269.326255,7.0,Compact,24159.1998,silver,18244.73148,0
9614,46,M,1.0,55,38284,0,0,Rent,85005,6/23/2016,Thursday,Parking Lot,0,0.0,72,Broker,1,5331.660889,5.0,Medium,24502.39959,gray,65104.14306,0
20368,50,F,0.0,81,39142,1,0,Own,85063,11/11/2016,Friday,Local,1,0.0,77,Broker,1,3800.926692,5.0,Compact,21434.06828,white,7388.4159,0
12567,45,M,1.0,56,38073,0,0,Own,15035,2/3/2016,Wednesday,Local,0,0.0,6,Broker,0,2708.707244,5.0,Medium,25676.39699,blue,51045.77044,0
21196,53,M,0.0,82,39703,0,0,Own,20108,10/27/2016,Thursday,Local,0,0.0,70,Broker,1,2376.666609,4.0,Compact,18497.88711,gray,12382.77967,0
19233,52,F,1.0,86,39508,1,1,Own,50039,2/10/2015,Tuesday,Parking Lot,0,0.0,85,Broker,0,3922.210317,2.0,Large,22696.44347,other,13469.38304,0
4664,54,M,1.0,63,39899,0,1,Own,80025,8/10/2016,Wednesday,Local,0,1.0,23,Broker,1,1535.993229,6.0,Large,27977.41897,white,10807.06428,0
23192,36,M,1.0,55,35845,1,1,Own,15028,10/23/2015,Friday,Local,1,1.0,90,Broker,1,3328.452074,12.0,Compact,6302.481725,white,14899.78923,0
